지수명,종가,대비,등락률
KIS 11월 만기자동연장회사채(AA-이상) 총수익지수,113.34,0,0
코스피 200,350.11,6.16,1.79
코스피 200 TR,439.52,7.73,1.79
KIS 크레딧 2412만기형 총수익지수,109.55,0,0
KIS 크레딧 2506만기형(AA-이상)지수(총수익지수),116.02,0.02,0.02
KIS 크레딧 2606만기형(AA-이상)지수(총수익지수),114.43,0.15,0.13
FnGuide 친환경 자동차 밸류체인 지수,1654.02,29.86,1.84
FnGuide AI 반도체 포커스 지수(시장가격),1474.75,11.23,0.77
MSCI Korea Country ESG Leaders Custom Capped Price return Index,1589.28,24.7,1.58
FnGuide 5G플러스 지수 (시장가격),1945.86,9.78,0.51
FnGuide 성장소비주도 지수,2013.65,17.2,0.86
FactSet US-China Electric&Autonomous Vehicle Price Return Index,226.9,-4.15,-1.8
KRX 금현물지수,2003.49,4.92,0.25
S&P GSCI GOLD Index Excess Return,138.91,-0.3,-0.22
KIS 10년 국고채 지수 (총수익),15558.04,37.72,0.24
KTB INDEX(시장가격),10312.96,14.93,0.14
10년국채선물지수,1218.88,3.51,0.29
국채선물지수,1231.83,1.76,0.14
Bloomberg Global Digital Media & Tech Select Price Return Index,3365.95,-60.32,-1.76
Solactive Global Semiconductor TOP4 Plus Price Return Index,3221.26,14.84,0.46
Bloomberg Global Select Industry Leaders TOP10 Index(PR),3428.95,-45.11,-1.3
Solactive Global Superior Income TOP 10 Price Return Index,755.86,-4.6,-0.6
KIS 단기채권알파AA-이상 총수익지수,113.96,0.01,0.01
KIS MSB 단기지수(총수익),12203.53,0.95,0.01
MSCI Russia 25% Capped Price Return Index,,,
MSCI MEXICO IMI 25/50 Price return Index,11692.24,-155.2,-1.31
S&P Ultra T-Bond Futures Index(ER),127.33,0.56,0.44
Bloomberg U.S Treasury 20+ Year Total Return Index,617.59,4.53,0.74
다우존스 인터넷 종합지수,843.14,-12.68,-1.48
S&P 500,4698.35,-70.02,-1.47
S&P500 and Short-Term Treasury 30/70 Blend Index,168.96,-0.73,-0.43
MorningStar Wide Moat Focus Index,12755.77,-224.03,-1.73
NASDAQ 100,16554.16,-257.7,-1.53
NASDAQ-100 US T-Bills 30/70 Index,1560.7,-6.97,-0.44
Dow Jones U.S. Real Estate Index,0,0,0
Solactive SOFR Daily Total Return Index,1113.13,0.17,0.02
Bloomberg Short-Term Treasury Total Return Index,136.24,0.03,0.02
Dow Jones U.S. Dividend 100 Price Return Index,5306.39,-86.54,-1.6
Solactive US Big Tech Top 7 Plus Price Return Index,18337.59,66.36,0.36
Indxx SPAC & NEXTGEN IPO Price return Index,,,
Indxx US Green Infrastructure Price return Index,3114.19,-101.05,-3.14
Markit iBoxx USD Liquid High Yield Total Return Index,333.27,0.85,0.26
FnGuide-RAFI 코리아 대형 지수,9200.44,176.22,1.95
VN30 Index(PR),1097.01,5.14,0.47
Bloomberg VN30 Futures Excess Return Index,159.74,0.93,0.59
MKF SAMs EW 지수,17043.97,224.24,1.33
MKF SAMs SW,15064.44,243.02,1.64
FnGuide 스마트 로우볼 지수,,,
FnGuide 스마트 모멘텀 지수,,,
FnGuide 스마트 밸류 지수,,,
FnGuide 스마트 퀄리티 지수,,,
FnGuide 스마트 하이베타 지수,,,
Morningstar Singapore REIT Yield Focus Index(PR),1310.81,0.03,0
S&P ASIA50 Price Return Index,3403.83,8.82,0.26
Bloomberg Blended NVIDIA Equity and Korean Bond Index,5610.27,-26.47,-0.47
DeepSearch 원자력테마 지수 (시장가격지수),1173.35,9.42,0.81
MSCI Indonesia Index,7472.18,8.95,0.12
코스피 200 선물지수,1764.99,34.63,2
Nikkei 225,33675.94,456.55,1.37
TOPIX,2349.38,15.57,0.67
Bloomberg Japan Semiconductor Select Top 25 Index(Price Return),3077.41,19.65,0.64
KIS 종합채권 AA-이상 총수익 지수(Total return Index),111.92,0.17,0.15
FnGuide 올라운드 가치주 지수,874.14,11.92,1.38
STAR 50 Index(Price Return),835.71,-10.15,-1.2
CSI 300 Index,3297.5,-36.54,-1.1
KIS 종합채권국공채1-10Y지수,145.34,0.23,0.16
Hang Seng TECH Index,3726.5,18.74,0.51
코스닥 150,1395.37,4.52,0.32
코스피,2614.3,45.75,1.78
Bloomberg EV Supporters Plus Tesla Price Return Index,5760.18,-123.74,-2.1
FnGuide 포스코그룹포커스 지수(시장가격),4339.07,20.84,0.48
MSCI Philippines IMI Index,1550.26,-0.28,-0.02
코스피 200 동일가중지수,2182.78,37.01,1.72
FnGuide 애플채권혼합 지수,1986.76,1.01,0.05
FnGuide 한화 ESG 가치 지수,1267.84,20.29,1.63
FnGuide 한화 ESG 성장 지수,1416.66,30.65,2.21
FnGuide K-유니콘 투자기업 지수,,,
KOFR 지수,1105.44,0.11,0.01
KRX 300,1619.92,26.45,1.66
FnGuide KS 로우볼 가중 TR 지수,,,
FnGuide KS 로우사이즈 가중 TR 지수,,,
FnGuide KS 모멘텀 가중 TR 지수,,,
FnGuide KS 밸류 가중 TR 지수,,,
FnGuide KS 퀄리티 가중 TR 지수,,,
FnGuide 리츠 지수,647.64,1.6,0.25
FnGuide K-방위산업 지수,1274.77,16.74,1.33
S&P Global Infrastructure Index,2691.49,-26.63,-0.98
Morningstar Korea Lifetime Allocation Moderate 2030 Index (Gross Return),1363.58,-2.27,-0.17
Morningstar Korea Lifetime Allocation Moderate 2040 Index (Gross Return),1495.44,-5.62,-0.37
Morningstar Korea Lifetime Allocation Moderate 2050 Index (Gross Return),1918.49,-17.74,-0.92
Morningstar Korea Lifetime Allocation Moderate 2060 Index (Gross Return),1958.25,-24.08,-1.21
FnGuide 고배당저변동50 지수,2029.03,21.31,1.06
FnGuide 배당주 지수,11900.11,166.31,1.42
FnGuide 고배당 채권혼합 지수,2823.68,18.46,0.66
KAP 국고채 10년 동일가중 지수(총수익),108.2,0.28,0.26
KAP 국고채 30년 지수(총수익),90.81,0.36,0.4
iSelect 글로벌HBM반도체 지수,3764.73,-28.85,-0.76
MSCI ACWI Index,715.31,-6.56,-0.91
BlueStar Hydrogen and NextGen Fuel Cell Index (시장가격),49.38,-1.13,-2.24
BlueStar Artificial Intelligence Index(시장가격),579.04,-13.32,-2.25
MVIS Global Rare Earth/Strategic Metals Index (Price Return),381.55,-4.74,-1.23
"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",137.59,0.03,0.02
NASDAQ 100 Technology Sector Index,9344.42,-170.44,-1.79
Dow Jones U.S Select Dividend Index(시장가격지수),824.46,-15.34,-1.83
ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수),533.92,0.63,0.12
BlueStar Top 10 US Listed Alternative Asset Managers Index (시장가격),278.18,-5.49,-1.94
ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수),1147.54,4.95,0.43
ICE U.S. Treasury 20+ Year Bond Index(Total Return),100.03,0.72,0.73
iSelect 미국 Tech 10 지수,3923.43,-42.61,-1.07
MSCI EAFE Index,2205.28,6.36,0.29
WISE-KAP 스마트베타 Quality 채권혼합지수,1299.77,9.59,0.74
MSCI EM Index,997.46,-1.14,-0.11
SZSE ChiNext Price Index,1802.88,-24.79,-1.36
KOBI HALF CREDIT Index(총수익),11684.31,3.94,0.03
iSelect 우주항공UAM 지수,1267.1,20.68,1.66
Solactive Japan Semiconductor Materials and Equipment Index PR,3310.26,43.29,1.33
"KAP 종합채권지수(AA-이상, 총수익)",111.78,0.15,0.13
FnGuide 주도업종 지수,1389.56,19.3,1.41
FnGuide 중형주저변동50지수,2177.66,25.4,1.18
F-코스닥150 지수,1644.14,6.02,0.37
코스피 50,2424.81,41.58,1.74
코스피 TR,3251.08,56.89,1.78
FnGuide 태양광 & ESS 지수,2198.61,104.02,4.97
KAP 24-11 회사채 총수익 지수(AA-이상),106.62,0.01,0.01
iSelect 2차전지양극재 지수,7696.79,92.08,1.21
iSelect 미래전략기술 지수 (PR),2338.74,38.94,1.69
FnGuide 주주가치 지수,1876.49,39.5,2.15
KRX ESG Leaders 150,1616.29,28.22,1.78
코스피 200 Top 10 지수,1313.83,24.7,1.92
KAP 32-10 국고채 10년 총수익지수,104.93,0.27,0.26
iSelect CAPEX 설비투자 지수(시장가격),1548.53,32.28,2.13
iSelect CD Index(총수익),11186.79,1.18,0.01
FnGuide K-POP & 미디어 지수,840.74,-6,-0.71
FnGuide K-게임 지수,850.01,6.2,0.73
FnGuide K-뉴딜 디지털 플러스 지수,2146.22,18.93,0.89
FnGuide K-메타버스 MZ 지수(시장가격),1188.33,9.65,0.82
FnGuide K-반도체 지수,3076.42,32.23,1.06
FnGuide K-푸드 지수 (시장가격),738.62,9.94,1.36
FnGuide 5G 산업 지수,2076.82,14.13,0.69
FnGuide 골프 테마 지수,645.37,5.01,0.78
FnGuide 전기&수소차 지수 (시장가격),2008.78,49.66,2.53
FnGuide 조선해운지수,1737.44,62.76,3.75
FnGuide 친환경에너지 지수 (시장가격),1620,49.99,3.18
KAP 초장기 국고채 지수(총수익),12765.83,33.62,0.26
KRX 기후변화 솔루션지수,2338.86,43.67,1.9
MSCI Korea TR Index,1494.17,25.13,1.71
FnGuide E커머스 지수,1876.6,13.28,0.71
FnGuide 고배당 알파 지수,1782.05,16.37,0.93
S&P Global Luxury Index,4287.71,-41.35,-0.96
Solactive Semiconductor Top 10 Index PR,4193.39,-117.11,-2.72
MSCI World IMI Virology Select Index,1670.44,-23.64,-1.4
Solactive United States Technology 100 Index(Price Return),9780.6,-132.22,-1.33
MSCI ACWI IMI New Energy ESG Filtered (Price Return),1556.78,-16.27,-1.03
