지수명,종가,대비,등락률
KIS 2025-08만기형 크레딧 A+이상 지수(총수익),118.97,0.06,0.05
코스피 200,388.53,5.3,1.38
MK 머니마켓 지수(총수익),13857,3.93,0.03
KIS-하나 MMF 지수(총수익),113.21,0.01,0.01
Hang Seng China H,6457.56,1.86,0.03
KIS 11월 만기자동연장회사채(AA-이상) 총수익지수,115.89,0.02,0.02
코스피 200 TR,496.71,6.78,1.38
KIS 크레딧 2412만기형 총수익지수,112.05,0.03,0.03
KIS 크레딧 2506만기형(AA-이상)지수(총수익지수),118.87,0.05,0.04
KIS 크레딧 2606만기형(AA-이상)지수(총수익지수),117.68,0.13,0.11
KAP 2월 만기자동연장회사채(AA-이상) 총수익지수,115.06,0.03,0.03
FnGuide 친환경 자동차 밸류체인 지수,1558.33,10.69,0.69
KIS 5월 만기자동연장회사채(AA-이상) 총수익지수,113.92,0.05,0.04
KAP 8월 만기자동연장회사채(AA-이상) 총수익지수,115.43,0.01,0.01
FnGuide AI 반도체 포커스 지수(시장가격),2413.02,5.52,0.23
MSCI Korea Country ESG Leaders Custom Capped Price return Index,1714.21,21.91,1.29
FnGuide 5G플러스 지수 (시장가격),2184.35,15.95,0.74
FnGuide 성장소비주도 지수,1978.79,-13.7,-0.69
FactSet US-China Electric&Autonomous Vehicle Price Return Index,225.4,-0.75,-0.33
iSelect K-POP 포커스지수(시장가격),1870.68,5.67,0.3
KRX 금현물지수,2463.17,10.32,0.42
S&P GSCI GOLD Index Excess Return,156.14,0,0
KEDI 글로벌 AI 클라우드 지수,4226.14,0,0
KIS 10년 국고채 지수 (총수익),15894.62,49.19,0.31
KTB INDEX(시장가격),10345.02,10.34,0.1
Bloomberg Global Digital Media & Tech Select Price Return Index,4670.71,2.5,0.05
Solactive Global Semiconductor TOP4 Plus Price Return Index,5081.67,156.19,3.17
Bloomberg Global Select Industry Leaders TOP10 Index(PR),4100.83,3.62,0.09
Solactive Global Superior Income TOP 10 Price Return Index,766.68,0,0
KIS 단기채권알파AA-이상 총수익지수,116.39,0.03,0.03
KIS MSB 단기지수(총수익),12439.6,2.97,0.02
MSCI Russia 25% Capped Price Return Index,,,
KEDI 글로벌생성형AI 지수,3390,0,0
MSCI MEXICO IMI 25/50 Price return Index,10609.69,-29.67,-0.28
S&P Ultra T-Bond Futures Index(ER),117.09,0,0
Bloomberg U.S Treasury 20+ Year Total Return Index,581.02,0,0
Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged,118.06,1.56,1.34
Bloomberg US 500 Large Cap Premium Decrement 15% Distribution Index,1122.06,0,0
다우존스 인터넷 종합지수,946.5,0,0
S&P 500,5537.02,0,0
S&P500 and Short-Term Treasury 30/70 Blend Index,181.06,0,0
MorningStar Wide Moat Focus Index,13106.41,0,0
NASDAQ 100,20186.63,0,0
NASDAQ-100 US T-Bills 30/70 Index,1690.78,0,0
Dow Jones U.S. Real Estate Index,1581.27,0,0
Solactive SOFR Daily Total Return Index,1145.83,0,0
Bloomberg Short-Term Treasury Total Return Index,139.84,0,0
Bloomberg US Listed Semiconductor Premium Decrement 15% Distribution Index,1569.86,0,0
Dow Jones U.S. Dividend 100 Price Return Index,5468.53,0,0
Bloomberg US Big Tech Top 7 Plus Premium Decrement 15% Distribution Index,1911.18,0,0
Solactive US Big Tech Top 7 Plus Price Return Index,26151.29,0,0
Indxx SPAC & NEXTGEN IPO Price return Index,,,
FnGuide 미국 주식 베스트셀러 지수(시장가격지수),7613.39,0,0
Indxx US Green Infrastructure Price return Index,2692.52,0,0
Markit iBoxx USD Liquid High Yield Total Return Index,342.97,0.06,0.02
FnGuide-RAFI 코리아 대형 지수,10485.4,160.42,1.55
VN30 Index(PR),1310.63,5.13,0.39
Bloomberg VN30 Futures Excess Return Index,188.6,0.23,0.12
MKF SAMs EW 지수,18230.08,287.61,1.6
MKF SAMs SW,15776.44,338.7,2.19
FnGuide 스마트 로우볼 지수,,,
FnGuide 스마트 모멘텀 지수,,,
FnGuide 스마트 밸류 지수,,,
FnGuide 스마트 퀄리티 지수,,,
FnGuide 스마트 하이베타 지수,,,
Morningstar Singapore REIT Yield Focus Index(PR),1174.86,3.32,0.28
S&P ASIA50 Price Return Index,4402.41,43.05,0.99
Bloomberg Top 30 Supply Chain Plus Apple Price Return Index,2757.85,18.34,0.67
KEDI 글로벌AI반도체 지수,5096.38,0,0
Bloomberg Blended NVIDIA Equity and Korean Bond Index,7816.13,88.46,1.14
DeepSearch 원자력테마 지수 (시장가격지수),1660.54,-12.73,-0.76
MSCI Indonesia Index,7042.76,10.71,0.15
코스피 200 선물지수,1942.71,28.57,1.49
Nikkei 225,40913.65,332.89,0.82
TOPIX,2898.47,26.29,0.92
Bloomberg Japan Semiconductor Select Top 25 Index(Price Return),3983.7,43.78,1.11
KIS 종합채권 AA-이상 총수익 지수(Total return Index),114.78,0.22,0.19
FnGuide 올라운드 가치주 지수,867.45,2.03,0.23
STAR 50 Index(Price Return),690.38,-11.41,-1.63
CSI 300 Index,3445.81,-17.6,-0.51
KIS 종합채권국공채1-10Y지수,148.84,0.23,0.15
Hang Seng TECH Index,3644.2,16.35,0.45
코스닥 150,1397.5,13.34,0.96
코스피,2824.94,30.93,1.11
Bloomberg EV Supporters Plus Tesla Price Return Index,5306.91,-15.24,-0.29
FnGuide 포스코그룹포커스 지수(시장가격),3400.95,7.9,0.23
MSCI Philippines IMI Index,1555.83,16.15,1.05
FnGuide 한화 ESG 가치 지수,1365.93,16.44,1.22
FnGuide 한화 ESG 성장 지수,1516.07,13.15,0.87
FnGuide K-유니콘 투자기업 지수,,,
KOFR 지수,1126.75,0.11,0.01
FnGuide KS 로우볼 가중 TR 지수,,,
FnGuide KS 로우사이즈 가중 TR 지수,,,
FnGuide KS 모멘텀 가중 TR 지수,,,
FnGuide KS 밸류 가중 TR 지수,,,
FnGuide KS 퀄리티 가중 TR 지수,,,
FnGuide 리츠 지수,688.9,1.74,0.25
FnGuide K-방위산업 지수,1689.63,25.38,1.53
S&P Global Infrastructure Index,2802.64,2.2,0.08
Morningstar Korea Lifetime Allocation Moderate 2030 Index (Gross Return),1472.25,-0.99,-0.07
Morningstar Korea Lifetime Allocation Moderate 2040 Index (Gross Return),1643.14,-2.01,-0.12
Morningstar Korea Lifetime Allocation Moderate 2050 Index (Gross Return),2204.83,-5.96,-0.27
Morningstar Korea Lifetime Allocation Moderate 2060 Index (Gross Return),2308.11,-8.94,-0.39
FnGuide 고배당저변동50 지수,2174.68,12.64,0.58
FnGuide 배당주 지수,14755.64,222.2,1.53
FnGuide 고배당 채권혼합 지수,3123.45,20.99,0.68
KAP 국고채 10년 동일가중 지수(총수익),110.6,0.35,0.32
KAP 국고채 30년 지수(총수익),93.38,0.53,0.57
10년국채선물지수,1217.76,4.13,0.34
국채선물지수,1230.53,1.17,0.1
iSelect 글로벌HBM반도체 지수,5758.47,-9.47,-0.16
MSCI ACWI Index,815.17,2.35,0.29
BlueStar Hydrogen and NextGen Fuel Cell Index (시장가격),40.26,0.22,0.55
BlueStar Artificial Intelligence Index(시장가격),610.36,0.54,0.09
MVIS Global Rare Earth/Strategic Metals Index (Price Return),279.23,0.18,0.06
"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",141.46,0.07,0.05
KAP 시가평가 MMF 지수(총수익),113.77,0.01,0.01
NASDAQ 100 Technology Sector Index,11024.35,0,0
Dow Jones U.S Select Dividend Index(시장가격지수),857.79,0,0
ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수),546.04,0.05,0.01
BlueStar Top 10 US Listed Alternative Asset Managers Index (시장가격),315.98,0,0
ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수),1105.4,0.15,0.01
ICE U.S. Treasury 20+ Year Bond Index(Total Return),94.11,0.01,0.01
iSelect 미국 Tech 10 지수,5450.12,0,0
MSCI EAFE Index,2367.78,18.5,0.79
WISE-KAP 스마트베타 Quality 채권혼합지수,1303.01,3.33,0.26
MSCI EM Index,1104.18,11.81,1.08
SZSE ChiNext Price Index,1647.22,-12.9,-0.78
FnGuide 애플채권혼합 지수,2135.12,2.1,0.1
KOBI HALF CREDIT Index(총수익),11960.83,6.75,0.06
iSelect 우주항공UAM 지수,1483.36,18.83,1.29
Solactive Japan Semiconductor Materials and Equipment Index PR,4287.46,25.65,0.6
"KAP 종합채권지수(AA-이상, 총수익)",114.66,0.22,0.19
FnGuide 주도업종 지수,1740.6,29.96,1.75
FnGuide 중형주저변동50지수,2456.88,16.56,0.68
F-코스닥150 지수,1656,15.8,0.96
코스피 50,2707.63,35.01,1.31
코스피 TR,3576.02,39.15,1.11
FnGuide 태양광 & ESS 지수,2718.83,11.19,0.41
KAP 24-11 회사채 총수익 지수(AA-이상),109.09,0.03,0.03
iSelect 2차전지양극재 지수,5794.86,16.38,0.28
iSelect 미래전략기술 지수 (PR),2533.88,10.79,0.43
FnGuide 주주가치 지수,2075.33,10.61,0.51
FnGuide AI반도체&인프라 지수,3772.51,52.23,1.4
KRX ESG Leaders 150,1767.34,11.52,0.66
KRX 300,1797.26,23.95,1.35
코스피 200 Top 10 지수,1370.17,6.26,0.46
KAP 32-10 국고채 10년 총수익지수,107.22,0.37,0.35
iSelect CAPEX 설비투자 지수(시장가격),2124.93,-9.37,-0.44
iSelect CD Index(총수익),11409.37,1.12,0.01
FnGuide K-POP & 미디어 지수,628.93,-3.56,-0.56
FnGuide K-게임 지수,797.24,-4.25,-0.53
FnGuide K-뉴딜 디지털 플러스 지수,1819.77,13.5,0.75
FnGuide K-메타버스 MZ 지수(시장가격),1179.61,9.33,0.8
FnGuide K-반도체 지수,3975.78,58.81,1.5
FnGuide K-푸드 지수 (시장가격),860.93,-5,-0.58
FnGuide 5G 산업 지수,2480.79,31.17,1.27
FnGuide 골프 테마 지수,612.02,4.46,0.73
FnGuide 전기&수소차 지수 (시장가격),2023.44,11.6,0.58
FnGuide 조선해운지수,2058.47,19.19,0.94
FnGuide 친환경에너지 지수 (시장가격),1595.62,19.1,1.21
iSelect K-메디테크 지수(PR),1814.09,-9.9,-0.54
FnGuide K-뷰티 지수,483.96,-1.89,-0.39
KAP 초장기 국고채 지수(총수익),13057.86,57.94,0.45
KRX 기후변화 솔루션지수,2335.52,33.13,1.44
MSCI Korea TR Index,1685.85,24.25,1.46
FnGuide E커머스 지수,1633.41,-10.5,-0.64
FnGuide 고배당 알파 지수,1949.33,22.21,1.15
NYSE Arca Gold Miners Index (Price Return),331.44,0,0
S&P Global Luxury Index,4121.21,12.71,0.31
Solactive Semiconductor Top 10 Index PR,6563.6,0,0
MSCI World IMI Virology Select Index,1887.95,2.79,0.15
Solactive United States Technology 100 Index(Price Return),12544.58,0,0
MSCI ACWI IMI New Energy ESG Filtered (Price Return),1476.85,8.66,0.59
MSCI ACWI IMI Water ESG Filtered (Price Return),2090.5,6.28,0.3
ICE Global Carbon Futures Index(Excess Return),616.67,-0.12,-0.02
FnGuide 농업융복합산업 지수(시장가격),1219.83,-4.26,-0.35
KAP 단기 통안채 지수(총수익),13643.78,2.49,0.02
iSelect US 메타버스 지수(시장가격),6191.12,0,0
iSelect 미국 애그테크 지수 (PR),1861.82,0,0
FnGuide 반도체 핵심공정 지수,1406.73,55.04,4.07
iSelect 원자력지수 (시장가격),1656.87,-15.76,-0.94
Bloomberg Euro Treasury 50bn 25+ Year Bond Index,144.85,-0.5,-0.34
KAP 종합채권 총수익지수(AA-이상),114.52,0.22,0.19
iSelect 주주가치성장 지수,1686.69,20.97,1.26
KRX/S&P 탄소효율 그린뉴딜지수,1632.53,23.53,1.46
S&P Korea 저변동성 지수,10147.28,63.69,0.63
