지수명,종가,대비,등락률
KIS 2025-08만기형 크레딧 A+이상 지수(총수익),118.78,0.07,0.06
코스피 200,384.02,1.75,0.46
MK 머니마켓 지수(총수익),13843.87,4.48,0.03
KIS-하나 MMF 지수(총수익),113.16,0.03,0.03
Hang Seng China H,6331.86,7.81,0.12
KIS 11월 만기자동연장회사채(AA-이상) 총수익지수,115.81,0.03,0.03
코스피 200 TR,490.93,2.24,0.46
KIS 크레딧 2412만기형 총수익지수,111.96,0.04,0.04
KIS 크레딧 2506만기형(AA-이상)지수(총수익지수),118.71,0.06,0.05
KIS 크레딧 2606만기형(AA-이상)지수(총수익지수),117.43,0.11,0.09
KAP 2월 만기자동연장회사채(AA-이상) 총수익지수,114.95,0.04,0.03
FnGuide 친환경 자동차 밸류체인 지수,1543.15,6.74,0.44
KIS 5월 만기자동연장회사채(AA-이상) 총수익지수,113.78,0.06,0.05
KAP 8월 만기자동연장회사채(AA-이상) 총수익지수,115.37,0.03,0.03
FnGuide AI 반도체 포커스 지수(시장가격),2430.61,11.58,0.48
MSCI Korea Country ESG Leaders Custom Capped Price return Index,1666.96,6.71,0.4
FnGuide 5G플러스 지수 (시장가격),2201.3,41.15,1.9
FnGuide 성장소비주도 지수,2077.66,19.37,0.94
FactSet US-China Electric&Autonomous Vehicle Price Return Index,223.55,-0.26,-0.12
iSelect K-POP 포커스지수(시장가격),1929.47,56.53,3.02
KRX 금현물지수,2426.13,9.14,0.38
S&P GSCI GOLD Index Excess Return,154.18,0.2,0.13
KEDI 글로벌 AI 클라우드 지수,4104.64,-19.08,-0.46
KIS 10년 국고채 지수 (총수익),15851.23,48.68,0.31
KTB INDEX(시장가격),10325.82,13.56,0.13
Bloomberg Global Digital Media & Tech Select Price Return Index,4548.49,-37.34,-0.81
Solactive Global Semiconductor TOP4 Plus Price Return Index,4867.46,-15.55,-0.32
Bloomberg Global Select Industry Leaders TOP10 Index(PR),3947.45,-21.98,-0.55
Solactive Global Superior Income TOP 10 Price Return Index,761.69,-0.37,-0.05
KIS 단기채권알파AA-이상 총수익지수,116.28,0.05,0.04
KIS MSB 단기지수(총수익),12429.55,3.81,0.03
MSCI Russia 25% Capped Price Return Index,,,
KEDI 글로벌생성형AI 지수,3333.98,-14.12,-0.42
MSCI MEXICO IMI 25/50 Price return Index,10547.18,17.53,0.17
S&P Ultra T-Bond Futures Index(ER),117.47,-1.55,-1.3
Bloomberg U.S Treasury 20+ Year Total Return Index,579.23,-10.52,-1.78
Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged,120.01,0.43,0.36
Bloomberg US 500 Large Cap Premium Decrement 15% Distribution Index,1107.93,-4.52,-0.41
다우존스 인터넷 종합지수,935.9,-5.33,-0.57
S&P 500,5460.48,-22.39,-0.41
S&P500 and Short-Term Treasury 30/70 Blend Index,180.23,-0.17,-0.09
MorningStar Wide Moat Focus Index,13176.95,-52.68,-0.4
NASDAQ 100,19682.87,-106.16,-0.54
NASDAQ-100 US T-Bills 30/70 Index,1677.24,-2.23,-0.13
Dow Jones U.S. Real Estate Index,1589.79,11.88,0.75
Solactive SOFR Daily Total Return Index,1144.98,0.17,0.01
Bloomberg Short-Term Treasury Total Return Index,139.75,0.05,0.04
Bloomberg US Listed Semiconductor Premium Decrement 15% Distribution Index,1520.86,14.08,0.93
Dow Jones U.S. Dividend 100 Price Return Index,5507.55,32.18,0.59
Bloomberg US Big Tech Top 7 Plus Premium Decrement 15% Distribution Index,1842.61,-22.78,-1.22
Solactive US Big Tech Top 7 Plus Price Return Index,25173.62,-311.05,-1.22
Indxx SPAC & NEXTGEN IPO Price return Index,,,
FnGuide 미국 주식 베스트셀러 지수(시장가격지수),7057.68,-27.25,-0.38
Indxx US Green Infrastructure Price return Index,2660.12,-71.07,-2.6
Markit iBoxx USD Liquid High Yield Total Return Index,342.58,0.1,0.03
FnGuide-RAFI 코리아 대형 지수,10364.33,80.63,0.78
VN30 Index(PR),1278.32,-10.71,-0.83
Bloomberg VN30 Futures Excess Return Index,183.66,-2.12,-1.14
MKF SAMs EW 지수,17730.02,272.45,1.56
MKF SAMs SW,15149.09,90.12,0.6
FnGuide 스마트 로우볼 지수,,,
FnGuide 스마트 모멘텀 지수,,,
FnGuide 스마트 밸류 지수,,,
FnGuide 스마트 퀄리티 지수,,,
FnGuide 스마트 하이베타 지수,,,
Morningstar Singapore REIT Yield Focus Index(PR),1169.92,1.77,0.15
S&P ASIA50 Price Return Index,4288.56,-15.7,-0.36
Bloomberg Top 30 Supply Chain Plus Apple Price Return Index,2670.06,-2.58,-0.1
KEDI 글로벌AI반도체 지수,4913.34,36.56,0.75
